avg_delay_RL,avg_speed_RL,avg_delay_NPC,avg_speed_NPC,congestion(avg_occupancy_network)),avg_PMx_emission
0.028123612513973058,0.13374479487952454,0.025450628634486563,0.09272716930395962,0.0019689922480620164,0.006037577518624779
0.026960881165934356,0.20242934536919524,0.027369988536693046,0.09978002896719035,0.0019844961240310078,0.005853012179098396
0.028396860128757494,0.23452783443070083,0.02903964758349823,0.1947046599411019,0.0019844961240309596,0.005831695599457165
0.027828584288034315,0.17781376450968683,0.02900391889279573,0.13583382093969257,0.0019844961240310078,0.005396382995792762
0.02846336632638036,0.1668490449727712,0.029538369445382733,0.16547762739394645,0.0019844961240310073,0.0057945376498288225
0.0289740490007538,0.07191578966618321,0.030028314410014027,0.071434415379534,0.0019844961240310078,0.006879350303530317
0.028986117620131778,0.1996911629223948,0.02986364338154027,0.14106833729835622,0.001984496124031008,0.00542646713776127
0.02928035062422964,0.13298963364168886,0.030258774743447146,0.10331499712560431,0.0019844961240310078,0.006530195816745219
0.029355069362402172,0.10538140260679114,0.03028319795247627,0.0862586257042275,0.0019844961240310073,0.006482330434300771
0.02968126438553033,0.2158397294367381,0.030588346513457588,0.1846271713241462,0.0019844961240310078,0.005651265343160417
0.029709896733015842,0.1455312639951407,0.030644948918925906,0.10160506412989508,0.0019844961240310078,0.005901187364543966
0.02986287546392611,0.22927987843947442,0.03077513528605278,0.15561592112657574,0.0019844961240310078,0.005757817408893791
0.030052790638907007,0.0851967210240542,0.030939919376279695,0.0755354429439083,0.0019844961240310078,0.006582323965367693
0.02999088986641806,0.18528703495977392,0.03096043337572996,0.0941715866778079,0.0019844961240310073,0.005949020950366527
0.030214575459933432,0.14668674786956207,0.031153497562048868,0.12786583660793696,0.0019844961240310078,0.006183790055626228
0.030232028093093156,0.14603010534491523,0.031150505817807067,0.0887921845966362,0.0019844961240310078,0.0063828815243889255
0.030309501419896065,0.22870950638673612,0.03121754908373782,0.19702953162235576,0.001984496124031008,0.0053151394536681915
0.030308004429718663,0.10749316517297462,0.031120702617516018,0.11536874227891401,0.001984496124031008,0.005481314575280879
0.030360767335664306,0.15792370222307486,0.031238612749001294,0.09751682649382831,0.0019844961240310078,0.006143740995948877
0.030509943554230243,0.07393574081024729,0.03145704736700899,0.07399034701632458,0.001984488119967078,0.006800580088756069
0.03048898145298362,0.14850842874732134,0.03142495486994114,0.1281017413543604,0.0019844961240310078,0.005935749898293099
0.030608867743950587,0.13573828096224347,0.03147055219918643,0.15200104551178437,0.0019844961240310078,0.006515715875221768
0.030672888986266477,0.06421282621483536,0.03144551238355546,0.07607198999754679,0.0019844961240310078,0.0064239524646556466
0.030835601085466315,0.17974363610016086,0.03148776178617387,0.17968677102146371,0.0019844961240310073,0.005171977211295986
0.03088723169927856,0.06654196229274169,0.031460162783665646,0.10177219126594364,0.0019844961240310078,0.0060587378441885375
0.030930204474130297,0.20171996953143323,0.031486093033259215,0.10943615672173855,0.001984496124031008,0.006054473675828871
0.03110289811688048,0.08341419051560071,0.0316121872456538,0.11169041008817374,0.0019844961240310078,0.006361472665883926
0.031140288522017317,0.13331428039613774,0.03158388391163854,0.11921847864884956,0.001984496124031008,0.006107039175576466
0.031249192634105895,0.12863261711607368,0.031613194679653595,0.1648455870392257,0.0019844961240310073,0.006189597897520292
0.03124727964155587,0.110567992318976,0.03166776464623082,0.05002321272670091,0.001984496124031008,0.006821840889087578
0.03131085484558272,0.21857852185451826,0.03168428261085184,0.18756275940203065,0.0019844961240310078,0.005504905766831471
0.03134377057437391,0.08533878282800272,0.03160400039316926,0.10530104466519194,0.001984496124031008,0.005803323692487353
0.03139766720181273,0.11096942518193666,0.031583148727222066,0.11952228923119831,0.001984496124031008,0.005785869901302255
0.031550787137837405,0.10479897737837666,0.03166024207021548,0.14843334483222664,0.0019841439452180838,0.006515125697426796
0.03152551871060173,0.12691895126347646,0.031551229234897844,0.13828718266549075,0.001984496124031008,0.005905628986829127
0.03158290635623604,0.15813162568805525,0.03157450824086114,0.1451382651491973,0.001984496124031008,0.006163353862004156
0.03165074359185381,0.05446561294051119,0.031598143949003066,0.06774271980632353,0.0019844961240310078,0.0068147675856888405
0.03171228391379364,0.14163181261821228,0.03158820787530881,0.17719997465561885,0.0019844961240310078,0.005352562833572075
0.03182735823562709,0.055408807639870605,0.031606702688574885,0.09632402712738562,0.0019844961240310078,0.0064337783322039495
0.03185097190925245,0.09187130142611696,0.03159707642968776,0.09489823988325619,0.0019844961240310078,0.006130074927027382
0.03196765574087915,0.11141320404581247,0.03168672501110349,0.13360333128157847,0.0019844961240310078,0.00672131335836971
0.031928480220247905,0.17089788200048928,0.03167246606961855,0.10833383629978977,0.001984496124031008,0.0060877852688367975
0.03198667236308405,0.11548666289422987,0.031709075175055154,0.12894017389115253,0.001984496124031008,0.006020224703674168
0.03210376484304948,0.03323842156171877,0.03180365494423083,0.02903934631291884,0.0019844961240310078,0.007195271014961112
0.03213433636657851,0.09762593561004185,0.0318348111834392,0.09882608833151262,0.0019844961240310078,0.006078596199276119
0.032244945283261266,0.07485283020190013,0.03192633226400154,0.0672881975366876,0.0019844961240310078,0.006944242568786221
0.032219884625927585,0.15427095150367304,0.03195934080271508,0.08193503389680636,0.0019844961240310078,0.0065037948025261725
0.03225439135443083,0.15770360347500842,0.03204203211878483,0.09733037204972148,0.0019844961240310078,0.006678365823268296
0.03225449296959854,0.1173458233663673,0.032065924950850075,0.09063792600349045,0.0019844961240310078,0.006221042745841663
0.03226393790130151,0.180700031484164,0.0321084516092746,0.10042932851039174,0.001984496124031008,0.006395821557464522
0.032291694418382304,0.02721949819185565,0.032192962670398416,0.022948670874425217,0.0019844961240310078,0.007380788151261716
0.03231292688333526,0.13172982685354215,0.03217578220513036,0.1539045430868649,0.0019844961240310078,0.005583965083213469
0.03234043414476481,0.08722749545381835,0.0321790042229075,0.10519408056948958,0.0019844961240310078,0.006599746819516785
0.032355658534697754,0.08258286193035266,0.032156818728007824,0.10329877890516034,0.0019844961240310078,0.006194878570302213
0.032408948288787515,0.20195554115123923,0.03218093598821183,0.16462592901158338,0.0019844961240310078,0.0058102421023453555
0.03237568081877328,0.1598439119016688,0.03219131867276637,0.08305915684686797,0.001984496124031008,0.006483838075834023
0.03237780057865435,0.18130290824013634,0.032202243159051305,0.13437843407565894,0.0019844961240310078,0.005960229915245132
0.03242246595564453,0.040264383145230856,0.03225683018249792,0.042814782138266144,0.0019844961240310073,0.0070584764565497235
0.032438423398278106,0.10167369805842034,0.032261898334939955,0.12277959040668675,0.0019844961240310078,0.006304338295314495
0.032492046863544635,0.1374061621945781,0.03228491922985325,0.0988147987634118,0.0019844961240310078,0.0067702390011193814
0.03250428852285748,0.0733500417296268,0.03229230073433723,0.0823598665166416,0.001984496124031008,0.006606640685534887
0.03254884698405513,0.13834162553006185,0.03231756611167933,0.15902413862972867,0.0019844961240310078,0.005300975384297079
0.032562542244400736,0.09250846794361255,0.032299241129763935,0.09327055792715572,0.0019844961240310078,0.005901122275895791
0.03255903497592276,0.13892668913359857,0.03231103100414018,0.11604809711682755,0.0019844961240310078,0.006182174450038214
0.03263015247818523,0.09692691479001345,0.032372695662662127,0.07051537877976659,0.001984496124031008,0.007193701021546043
0.03260015369362876,0.16749706071020928,0.03235144579251071,0.13253109851223727,0.0019844961240310086,0.006016778568876059
0.03260925467839164,0.08183181784697466,0.03238154818297871,0.0868317666689988,0.001984496124031008,0.006964833774763135
0.03265914719201612,0.02355704465371827,0.032397690778583434,0.07076258115805602,0.0019844961240310078,0.006751676347766814
0.032698811437917065,0.13288944306372538,0.03242149673697914,0.12038267170856137,0.0019844961240310078,0.005774610435264812
0.03274599325242325,0.06311211729529104,0.03244188038460552,0.06572278653656691,0.001984496124031008,0.006247166409296444
0.032754973260204025,0.15237330689275594,0.032435439094841145,0.11572329866010957,0.001984496124031008,0.005994947636056343
0.032791719863956875,0.10908667186246104,0.032466971314321566,0.08921253798197135,0.0019844961240310078,0.0068203318038557205
0.0327675882623443,0.13600518951031215,0.032451925249495306,0.1249694718420164,0.0019844961240310078,0.006193030945704623
0.03279491307758153,0.13616919483959122,0.03246047690104356,0.14602657023731608,0.001984496124031008,0.0062058965536941945
0.03282612002699501,0.062366957883501065,0.03245384262246688,0.07860373163281865,0.0019844961240310078,0.0067358116574341795
0.03285779237176787,0.09716214929005124,0.032452852134258595,0.15442960405085598,0.0019844961240310078,0.005620047291910212
0.03287518787695838,0.10483130227411788,0.03244933516552261,0.08131866977243128,0.0019844961240310078,0.006276748755787011
0.03290177402908693,0.05398556158936162,0.03244061805736373,0.09239767823802629,0.0019844961240310078,0.006184489166441182
0.03296774895076607,0.09209996221212688,0.03247680647808833,0.12665279156688553,0.001984488119967078,0.006789943614395614
0.032981000682802554,0.06773113603559006,0.032463853806015436,0.08750074767299418,0.0019844961240310078,0.006356296862406519
0.03300372713534841,0.14424160139460995,0.032481143855911936,0.12360580212836128,0.001984496124031008,0.006358463738410911
0.03299770037028535,0.10645345915242464,0.03248059279034095,0.07531046250715519,0.001984496124031008,0.006660720926974883
0.03298339478741337,0.18393754793284278,0.03246914053140119,0.1661631939777764,0.001984496124031008,0.005569398019763094
