avg_delay_RL,avg_speed_RL,avg_delay_NPC,avg_speed_NPC,congestion(avg_occupancy_network)),avg_PMx_emission
0.028611725951584992,0.1295405594707981,0.025536383182078334,0.09124458843771908,0.0019689922480620155,0.0062818381078629994
0.02802268839174579,0.15942386236523975,0.02733752627541131,0.10839105809789958,0.0019844961240310078,0.0057284268104191485
0.029516175021673675,0.19647590293519734,0.029025233522935706,0.18413037172196733,0.0019844961240310073,0.005885270004862866
0.029157471905688265,0.15524895006636671,0.029072432846039206,0.13886875890520708,0.0019844961240310078,0.005368539797633484
0.029823292393153913,0.16747591230070957,0.02957537671952961,0.1659760884049845,0.0019844961240310078,0.005762611086886589
0.030020308268975372,0.059392936462892704,0.030298097003725263,0.0591514028107517,0.0019844961240310073,0.006804637846596117
0.03015098053722844,0.16469829758905408,0.03027776508560278,0.13201428617164593,0.0019844961240310078,0.0054662476511896105
0.030456809454386686,0.144807372505435,0.030604539176196068,0.10489405172837507,0.0019844961240310078,0.006636137739141149
0.03060886629727828,0.09407433284490024,0.030588512499824506,0.09814171778477014,0.0019844961240310078,0.0064392387910812395
0.030930078341810795,0.21481994610151087,0.030843090440111957,0.17583040091383462,0.0019844961240310073,0.005496783979350173
0.030982184052343098,0.09488840763135603,0.03092881392570374,0.0984962786520047,0.0019844961240310078,0.005941156123860719
0.03118024568182578,0.17261421992841797,0.03101586747631205,0.1536436626683998,0.001984496124031007,0.0057166121312654476
0.03142051330128889,0.053983235140911544,0.031151465988466756,0.09930371131626943,0.0019844961240310078,0.006449662642801308
0.03133855593708121,0.18450927155007601,0.031077101330994002,0.11293353614594405,0.0019844961240310078,0.005864579094421375
0.03140278822691712,0.12308623685239933,0.03126666728811438,0.11256633748623783,0.0019844961240310073,0.006558790877431057
0.0314019077675765,0.09013591063618116,0.03132371028274321,0.09884237324656585,0.001984496124031008,0.006447106379885023
0.03154969293110241,0.1853731953086302,0.03140590642411387,0.19559709496034092,0.0019844961240310078,0.005690165602670838
0.031556886871524935,0.07830267677840792,0.03133350705152745,0.09861762217423355,0.0019844961240310078,0.00595091440294594
0.03166881891513343,0.09801728276687374,0.031399595374264226,0.11537060844437934,0.0019844961240310078,0.006081114979125885
0.03186699969845988,0.11136468220574638,0.03159355918599962,0.06891143320291994,0.001984496124031008,0.006741436321176516
0.03184984472064921,0.11446408679127225,0.03152076484720098,0.14075683810747142,0.0019844961240310078,0.005995866871600325
0.03189602915235156,0.16192346837952978,0.03156760532591021,0.11479749142963168,0.001984496124031008,0.006229547441683311
0.031887752997535476,0.08416702091836532,0.03166864523441126,0.05189467807980305,0.0019844961240310078,0.00701967597728522
0.03195228851705573,0.1241176553044949,0.031744347606569114,0.1408969513929098,0.0019844961240310078,0.005409560044583389
0.03201892254268261,0.059660702310978565,0.03177760108544305,0.09037080686405283,0.0019844961240310078,0.006066876258762022
0.03204891923625555,0.13652302840523833,0.03179075146297611,0.13146406684548692,0.001984496124031008,0.005961759194559609
0.032160770905925055,0.1513266180654674,0.03185056509391177,0.11073439582712329,0.0019689922480641523,0.00658691064860439
0.03206370707321621,0.13321125067957454,0.03179004465313095,0.13683863369115484,0.0019844961240310078,0.005959319748007717
