,Density,Speed,Flow
0,0.1013393335700256,21.631316507415907,2.1864170522924855
1,0.32455135667819374,20.47411618892967,6.653177920006524
2,0.5638563406832183,20.77029709412318,11.706502766720465
3,0.7488927822777657,19.40221517354095,14.520567513275209
4,0.9133983396660099,19.311496732030587,17.64401179862085
5,1.0469608075718488,19.901620261664895,20.82756028517912
6,1.064427851929195,19.98492108454202,21.276010831211668
7,1.0636491928126406,19.273189558647392,20.49135325415359
8,1.0655695088155077,20.108732907255604,21.434036299170696
9,1.0648729042402478,19.292583164974157,20.536699552984516
10,1.0639992505200184,19.48466063206847,20.725942977712627
11,1.0646448095184233,19.917038872316137,21.193705299666174
12,1.0657349468375192,20.564884050739284,21.91834907297712
13,1.0643257990760089,19.651422413318397,20.92559073163563
14,1.0648856302704885,19.744782387969558,21.021562796454702
15,1.0641428462757248,19.86934216950907,21.135837300969182
16,1.0645117493218301,20.096063220862217,21.39562537607937
17,1.0640037188799578,19.30425523599005,20.540879458314993
18,1.0634935985860359,19.825789230309482,21.078694586741875
19,1.0644478163428575,19.970363585049142,21.252728850480622
20,1.0640183339847842,19.895215409186026,21.162584752071204
21,1.0642660368444041,20.06539062357094,21.37109312860235
22,1.063480586170718,20.070260908941794,21.349753625866565
23,1.065404263670554,20.45571127072278,21.79683757810355
24,1.0640523344720023,20.029432074913018,21.312949318928712
25,1.0642742733199952,19.09409379189063,20.31949142315253
26,1.0309741630712628,20.546007521951044,21.175929350462813
27,0.9889662398653717,20.28543348974949,20.059140441306283
28,0.8397186478857702,20.38399495150995,17.105236519742206
29,0.7611140088036262,19.20474922732604,14.60600365638512
30,0.6005474022439993,19.08722516797309,11.454396705617677
31,0.3914188699254215,20.58799991128658,8.054727002481632
32,0.28461653607334914,19.182673324542105,5.447990246247334
33,0.20837266566221735,19.994639734292527,4.1482605066673495
